FARM_NO,,FARM_PIG_NO,,BUNMAN_SANCHA,,GYOBAE_DT,,BUNMAN_DT,,CHONGSAN,,SILSAN,,EUDUSU,,EUKG,,CHOGYOBAE,,JAE
624,,32,,1,,20130101,,20130427,,17,,14,,0,,0,,264,,
624,,33,,1,,20130208,,20130603,,14,,14,,13,,97.5,,302,,
624,,33,,2,,20130705,,20131028,,13,,13,,10,,80,,,,6
624,,33,,3,,20131210,,20140405,,5,,5,,10,,85,,,,13
624,,33,,4,,20140506,,20140829,,7,,7,,6,,60,,,,5
624,,33,,5,,20140929,,20150124,,5,,5,,8,,80,,,,4
624,,33,,6,,20150223,,20150620,,6,,6,,6,,45,,,,5
624,,33,,7,,20150721,,20151113,,6,,6,,6,,60,,,,5
624,,33,,8,,20160312,,20160705,,9,,9,,9,,67.5,,,,
624,,34,,1,,20130202,,20130527,,16,,15,,11,,77,,296,,
624,,34,,2,,20130625,,20131017,,11,,11,,12,,96,,,,5
624,,34,,3,,20131119,,20140313,,19,,19,,12,,90,,,,5
624,,34,,4,,20140415,,20140808,,20,,16,,11,,77,,,,5
624,,34,,5,,20140909,,20150101,,21,,20,,9,,63,,,,5
624,,34,,6,,20150203,,20150528,,20,,16,,10,,80,,,,5
624,,34,,7,,20150630,,20151022,,15,,11,,11,,88,,,,5
624,,34,,8,,20151123,,20160317,,15,,13,,10,,70,,,,4
624,,34,,9,,20160419,,20160812,,15,,13,,7,,52.5,,,,5
624,,34,,10,,20160912,,20170105,,18,,14,,9,,76.5,,,,7
624,,34,,11,,20170301,,20170624,,12,,12,,5,,35,,,,27
624,,34,,12,,20170725,,20171115,,18,,12,,6,,54,,,,5
624,,34,,13,,20180416,,20180804,,15,,3,,0,,0,,,,
624,,34,,14,,20190122,,20190517,,11,,5,,0,,0,,,,
624,,35,,1,,20130102,,20130428,,13,,13,,12,,96,,265,,
624,,35,,2,,20130627,,20131017,,16,,15,,9,,63,,,,
624,,35,,3,,20131119,,20140314,,11,,11,,11,,88,,,,5
624,,35,,4,,20140415,,20140807,,14,,14,,8,,80,,,,5
624,,35,,5,,20140909,,20150102,,14,,14,,10,,75,,,,5
624,,35,,6,,20150204,,20150529,,8,,8,,8,,64,,,,6
624,,35,,7,,20150630,,20151024,,7,,7,,7,,70,,,,5
624,,35,,8,,20151124,,20160318,,12,,12,,10,,80,,,,5
624,,35,,9,,20160419,,20160811,,13,,10,,0,,0,,,,5
624,,36,,1,,20130222,,20130616,,17,,15,,12,,90,,316,,
624,,36,,2,,20130717,,20131108,,16,,11,,9,,63,,,,6
624,,36,,3,,20131212,,20140406,,11,,10,,9,,67.5,,,,7
624,,36,,4,,20140506,,20140829,,15,,15,,5,,32.5,,,,5
624,,36,,5,,20150304,,20150721,,18,,18,,12,,84,,,,
624,,37,,1,,20130104,,20130428,,13,,13,,11,,88,,267,,
624,,37,,2,,20130605,,20130926,,10,,10,,10,,70,,,,6
624,,37,,3,,20131029,,20140221,,13,,13,,10,,80,,,,5
624,,37,,4,,20140325,,20140718,,12,,12,,9,,72,,,,5
624,,37,,5,,20140818,,20141212,,3,,3,,6,,48,,,,4
624,,37,,6,,20150113,,20150509,,9,,9,,9,,72,,,,5
624,,37,,7,,20150609,,20151003,,10,,10,,9,,72,,,,5
624,,37,,8,,20160411,,20160806,,13,,10,,10,,80,,,,
624,,37,,9,,20160913,,20170107,,8,,8,,8,,80,,,,8
624,,37,,10,,20170207,,20170603,,11,,8,,10,,70,,,,5
624,,38,,1,,20130204,,20130530,,15,,15,,11,,77,,298,,
624,,38,,2,,20130626,,20131017,,13,,13,,11,,99,,,,6
624,,38,,3,,20131119,,20140314,,10,,10,,10,,75,,,,5
624,,38,,4,,20140415,,20140808,,15,,13,,8,,68,,,,5
624,,38,,5,,20140909,,20150102,,12,,12,,9,,63,,,,5
624,,38,,6,,20150203,,20150529,,12,,12,,8,,64,,,,5
624,,38,,7,,20150629,,20151022,,11,,11,,11,,0,,,,4
624,,39,,1,,20130102,,20130428,,5,,5,,11,,88,,265,,
624,,39,,2,,20130604,,20130927,,12,,11,,6,,48,,,,5
624,,39,,3,,20131028,,20140221,,11,,11,,10,,80,,,,4
624,,39,,4,,20140325,,20140718,,15,,13,,10,,70,,,,5
624,,39,,5,,20140819,,20141213,,10,,10,,10,,75,,,,5
624,,39,,6,,20150113,,20150508,,12,,12,,10,,75,,,,5
624,,39,,7,,20150608,,20151002,,15,,11,,9,,67.5,,,,4
624,,39,,8,,20151102,,20160226,,14,,7,,9,,67.5,,,,4
624,,39,,9,,20160414,,20160805,,12,,10,,6,,54,,,,21
624,,39,,10,,20161003,,20170130,,12,,12,,2,,14,,,,28
624,,40,,1,,20130131,,20130525,,5,,5,,10,,60,,294,,
624,,40,,2,,20130625,,20131016,,15,,14,,11,,88,,,,5
624,,40,,3,,20131119,,20140312,,14,,14,,9,,58.5,,,,5
624,,40,,4,,20140415,,20140805,,15,,13,,11,,88,,,,5
624,,40,,5,,20140909,,20150101,,14,,13,,9,,63,,,,5
624,,40,,6,,20150203,,20150527,,15,,14,,8,,64,,,,5
624,,40,,7,,20150630,,20151022,,11,,11,,9,,90,,,,5
624,,40,,8,,20151123,,20160315,,10,,9,,9,,67.5,,,,4
624,,40,,9,,20160419,,20160810,,11,,11,,5,,35,,,,5
624,,40,,10,,20170613,,20171005,,14,,12,,7,,52.5,,,,
624,,40,,11,,20171106,,20180301,,7,,6,,5,,50,,,,4
624,,40,,12,,20180402,,20180725,,8,,8,,6,,42,,,,4
624,,41,,1,,20130104,,20130427,,13,,11,,12,,96,,267,,
624,,41,,2,,20130701,,20131022,,4,,4,,11,,77,,,,32
624,,41,,3,,20131120,,20140313,,8,,8,,11,,0,,,,6
624,,41,,4,,20150331,,20150721,,8,,8,,0,,0,,,,
624,,42,,1,,20130102,,20130427,,12,,12,,12,,96,,265,,
624,,42,,2,,20130604,,20130926,,4,,4,,5,,40,,,,5
624,,42,,3,,20131028,,20140221,,4,,4,,10,,80,,,,4
624,,42,,4,,20140416,,20140808,,7,,5,,9,,67.5,,,,27
624,,42,,5,,20140909,,20141229,,11,,10,,7,,56,,,,5
624,,42,,6,,20150203,,20150528,,14,,14,,7,,56,,,,5
624,,42,,7,,20150630,,20151021,,13,,13,,10,,80,,,,5
624,,42,,8,,20151123,,20160316,,14,,14,,11,,77,,,,4
624,,42,,9,,20160419,,20160809,,11,,9,,6,,54,,,,5
624,,42,,10,,20160912,,20170105,,13,,11,,10,,70,,,,7
624,,42,,11,,20170207,,20170601,,8,,8,,9,,63,,,,5
624,,43,,1,,20130125,,20130522,,8,,7,,11,,77,,288,,
624,,43,,2,,20130625,,20131017,,10,,9,,12,,96,,,,5
624,,43,,3,,20131119,,20140314,,15,,13,,11,,88,,,,5
624,,43,,4,,20140415,,20140808,,10,,10,,10,,80,,,,5
624,,43,,5,,20140909,,20150103,,10,,10,,9,,63,,,,5
624,,43,,6,,20150202,,20150529,,8,,7,,10,,100,,,,4
624,,44,,1,,20130917,,20140109,,9,,8,,7,,63,,,,
624,,44,,2,,20140210,,20140606,,10,,10,,10,,70,,,,4
624,,44,,3,,20140708,,20141030,,5,,5,,8,,60,,,,5
624,,44,,4,,20150326,,20151204,,11,,11,,10,,80,,,,
624,,44,,5,,20160211,,20160605,,9,,9,,9,,54,,,,42
624,,44,,6,,20160801,,20161125,,8,,8,,9,,81,,,,16
624,,44,,7,,20170116,,20170512,,11,,11,,8,,56,,,,25
624,,44,,8,,20170612,,20171005,,8,,7,,9,,67.5,,,,4
624,,45,,1,,20130104,,20130428,,17,,17,,12,,96,,267,,
624,,45,,2,,20130604,,20130925,,9,,9,,9,,72,,,,5
624,,45,,3,,20131029,,20140219,,15,,15,,10,,0,,,,5
624,,46,,1,,20130121,,20130515,,12,,11,,11,,77,,284,,
624,,46,,2,,20130625,,20131018,,12,,12,,12,,90,,,,5
624,,46,,3,,20131210,,20140401,,13,,6,,9,,81,,,,26
624,,46,,4,,20140506,,20140822,,18,,10,,4,,30,,,,5
624,,46,,5,,20140929,,20150121,,14,,14,,10,,90,,,,4
624,,46,,6,,20150222,,20150617,,14,,13,,10,,80,,,,4
624,,46,,7,,20150811,,20151204,,20,,16,,10,,70,,,,26
624,,46,,8,,20160104,,20160429,,11,,11,,6,,42,,,,4
624,,46,,9,,20160523,,20160915,,11,,8,,8,,96,,,,0
624,,46,,10,,20161024,,20170219,,8,,6,,6,,51,,,,4
624,,46,,11,,20170321,,20170713,,13,,8,,4,,49,,,,5
624,,47,,1,,20130102,,20130427,,14,,14,,12,,96,,265,,
624,,47,,2,,20130625,,20131016,,12,,9,,10,,85,,,,26
624,,48,,1,,20130207,,20130603,,10,,10,,11,,88,,293,,
624,,48,,2,,20130705,,20131027,,14,,12,,10,,70,,,,6
624,,48,,3,,20131210,,20140405,,6,,5,,9,,72,,,,13
624,,48,,4,,20140506,,20140830,,3,,3,,5,,35,,,,5
624,,48,,5,,20140929,,20150123,,5,,5,,7,,70,,,,4
624,,48,,6,,20150222,,20150620,,8,,8,,8,,72,,,,4
624,,48,,7,,20150721,,20151112,,9,,9,,0,,0,,,,5
624,,49,,1,,20130104,,20130428,,15,,13,,11,,88,,260,,
624,,49,,2,,20130604,,20130925,,10,,9,,9,,63,,,,5
624,,49,,3,,20131029,,20140221,,14,,14,,8,,64,,,,5
624,,50,,1,,20130127,,20130522,,10,,10,,10,,75,,283,,
624,,50,,2,,20130625,,20131019,,15,,15,,11,,99,,,,5
624,,50,,3,,20131119,,20140314,,15,,14,,11,,88,,,,5
624,,50,,4,,20140416,,20140809,,14,,13,,9,,90,,,,6
624,,50,,5,,20140909,,20150103,,12,,12,,9,,67.5,,,,5
624,,50,,6,,20150203,,20150529,,16,,15,,10,,80,,,,5
624,,50,,7,,20150630,,20151025,,13,,12,,11,,88,,,,5
624,,50,,8,,20151124,,20160320,,12,,12,,10,,80,,,,5
624,,50,,9,,20160418,,20160815,,10,,10,,9,,72,,,,4
624,,50,,10,,20170117,,20170516,,7,,7,,10,,70,,,,
624,,50,,11,,20170613,,20171007,,16,,15,,11,,77,,,,5
624,,50,,12,,20171107,,20180303,,15,,12,,8,,56,,,,5
624,,50,,13,,20180403,,20180729,,15,,13,,0,,0,,,,5
624,,51,,1,,20130124,,20130520,,17,,17,,12,,84,,280,,
624,,8-43-1,,5,,20110503,,20110831,,6,,6,,6,,42,,,,
624,,8-43-1,,6,,20111004,,20120128,,17,,17,,9,,67.5,,,,5
624,,8-43-1,,7,,20120228,,20120623,,10,,10,,9,,72,,,,5
624,,8-43-1,,8,,20120725,,20121118,,11,,9,,8,,60,,,,5
624,,8-43-1,,9,,20121218,,20130412,,15,,14,,10,,80,,,,5
624,,8-43-1,,10,,20130513,,20130904,,10,,10,,10,,70,,,,4
624,,8-43-1,,11,,20131008,,20140131,,12,,12,,9,,63,,,,5
624,,8-43-1,,12,,20140304,,20140627,,14,,12,,10,,70,,,,5
624,,8-43-1,,13,,20140729,,20141122,,6,,3,,3,,24,,,,5
624,,8-43-1,,14,,20141222,,20150417,,5,,4,,9,,63,,,,4
624,,8-43-1,,15,,20150518,,20150914,,4,,4,,9,,63,,,,4
624,,8-43-1,,16,,20151012,,20160207,,9,,9,,9,,63,,,,4
624,,8-43-1,,17,,20160508,,20160902,,3,,2,,0,,0,,,,
624,,527,,1,,20130513,,20130903,,14,,14,,11,,77,,249,,
624,,528,,1,,20130508,,20130831,,14,,11,,11,,88,,244,,
624,,528,,2,,20131008,,20140131,,12,,11,,10,,75,,,,5
624,,528,,3,,20140617,,20141011,,19,,15,,8,,60,,,,
624,,528,,4,,20141110,,20150305,,12,,11,,10,,80,,,,4
624,,528,,5,,20150406,,20150730,,13,,11,,10,,75,,,,4
624,,528,,6,,20150901,,20151225,,13,,13,,10,,80,,,,5
624,,528,,7,,20160329,,20160721,,17,,14,,9,,67.5,,,,
624,,528,,8,,20160822,,20161214,,14,,8,,6,,42,,,,5
624,,528,,9,,20170206,,20170601,,9,,9,,9,,63,,,,14
624,,528,,10,,20170703,,20171028,,3,,3,,8,,56,,,,4
624,,530,,1,,20130521,,20130914,,12,,11,,10,,60,,257,,
624,,530,,2,,20131008,,20140131,,10,,10,,9,,90,,,,5
624,,530,,3,,20140729,,20141122,,15,,15,,9,,72,,,,
624,,530,,4,,20141222,,20150417,,7,,7,,10,,70,,,,4
624,,530,,5,,20150519,,20150912,,12,,10,,10,,85,,,,5
624,,530,,6,,20151013,,20160205,,15,,11,,11,,88,,,,5
624,,530,,7,,20160307,,20160630,,16,,12,,10,,100,,,,4
624,,530,,8,,20160801,,20161124,,18,,16,,11,,82.5,,,,4
624,,530,,9,,20161226,,20170421,,14,,8,,9,,63,,,,4
624,,530,,10,,20170523,,20170915,,11,,7,,10,,80,,,,5
624,,530,,11,,20171017,,20180210,,13,,10,,10,,70,,,,5
624,,530,,12,,20180312,,20180707,,11,,11,,8,,56,,,,4
624,,530,,13,,20180807,,20181203,,8,,7,,6,,42,,,,5
624,,531,,1,,20130517,,20130910,,13,,13,,7,,49,,253,,
624,,531,,2,,20131008,,20140131,,11,,10,,10,,90,,,,5
624,,531,,3,,20140304,,20140627,,12,,12,,10,,75,,,,5
624,,531,,4,,20140729,,20141121,,12,,12,,8,,64,,,,5
624,,531,,5,,20141223,,20150417,,11,,11,,10,,90,,,,5
624,,531,,6,,20150519,,20150911,,11,,10,,10,,75,,,,5
624,,531,,7,,20151013,,20160205,,12,,12,,11,,88,,,,5
624,,531,,8,,20160308,,20160701,,10,,9,,9,,72,,,,5
624,,531,,9,,20160802,,20161126,,10,,6,,10,,85,,,,5
624,,531,,10,,20161227,,20170421,,15,,13,,8,,60,,,,5
624,,531,,11,,20170523,,20170915,,12,,7,,8,,72,,,,5
624,,531,,12,,20171017,,20180209,,10,,10,,10,,75,,,,5
624,,531,,13,,20180313,,20180706,,14,,12,,9,,63,,,,5
624,,531,,14,,20180807,,20181203,,9,,8,,7,,49,,,,5
624,,533,,1,,20130511,,20130903,,17,,15,,2,,14,,247,,
624,,533,,2,,20131007,,20140130,,14,,13,,10,,80,,,,4
624,,533,,3,,20140730,,20141121,,9,,9,,9,,67.5,,,,153
624,,533,,4,,20141223,,20150416,,15,,11,,0,,0,,,,5
624,,534,,1,,20150223,,20150711,,4,,3,,9,,63,,,,
624,,535,,1,,20130605,,20130928,,8,,8,,8,,64,,271,,
624,,535,,2,,20131030,,20140222,,14,,14,,11,,77,,,,6
624,,535,,3,,20140417,,20140811,,7,,7,,9,,67.5,,,,28
624,,535,,4,,20150223,,20150619,,15,,12,,11,,77,,,,
624,,535,,5,,20160423,,20160815,,14,,11,,8,,56,,,,
624,,535,,6,,20161114,,20170312,,7,,6,,6,,48,,,,
624,,535,,7,,20170410,,20170804,,15,,10,,9,,76.5,,,,4
624,,535,,8,,20170906,,20180101,,6,,6,,6,,48,,,,6
624,,535,,9,,20180129,,20180525,,11,,11,,8,,52,,,,4
624,,536,,1,,20130519,,20130910,,17,,15,,9,,54,,255,,
624,,536,,2,,20131009,,20140202,,11,,9,,7,,70,,,,6
624,,537,,1,,20130607,,20130929,,13,,10,,9,,67.5,,275,,
624,,537,,2,,20131029,,20140219,,15,,13,,10,,90,,,,5
624,,537,,3,,20140415,,20140807,,16,,16,,11,,88,,,,26
624,,967,,1,,20140212,,20140610,,4,,4,,12,,78,,,,
624,,967,,2,,20150720,,20151113,,2,,2,,3,,30,,,,
624,,967,,3,,20151214,,20160407,,9,,9,,7,,70,,,,4
624,,967,,4,,20160509,,20160829,,13,,7,,8,,76,,,,4
624,,967,,5,,20161004,,20170127,,4,,4,,2,,16,,,,5
624,,968,,1,,20130812,,20131206,,12,,11,,9,,63,,291,,
624,,968,,2,,20131231,,20140426,,13,,11,,11,,88,,,,5
624,,968,,3,,20140528,,20140920,,9,,8,,8,,64,,,,6
624,,968,,4,,20150219,,20150626,,7,,7,,7,,49,,,,
624,,968,,5,,20150721,,20151113,,11,,11,,10,,80,,,,5
624,,968,,6,,20160122,,20160517,,13,,12,,10,,90,,,,
624,,969,,1,,20130720,,20131113,,12,,11,,9,,63,,261,,
624,,969,,2,,20131211,,20140405,,14,,13,,9,,72,,,,6
624,,969,,3,,20140507,,20140830,,11,,11,,9,,67.5,,,,6
624,,969,,4,,20140930,,20150124,,10,,6,,8,,60,,,,5
624,,969,,5,,20150223,,20150620,,12,,10,,10,,70,,,,5
624,,969,,6,,20150721,,20151113,,15,,12,,10,,90,,,,5
624,,969,,7,,20151215,,20160408,,5,,4,,5,,40,,,,5
624,,969,,8,,20160510,,20160903,,2,,2,,0,,0,,,,5
624,,970,,1,,20130903,,20131228,,11,,11,,11,,77,,298,,
624,,970,,2,,20140122,,20140519,,15,,13,,12,,96,,,,6
624,,970,,3,,20140617,,20141010,,7,,7,,10,,90,,,,5
624,,970,,4,,20141111,,20150307,,13,,13,,10,,70,,,,5
624,,970,,5,,20150407,,20150731,,16,,12,,10,,90,,,,5
624,,970,,6,,20150903,,20151225,,14,,14,,11,,88,,,,7
624,,970,,7,,20160126,,20160520,,17,,13,,10,,90,,,,5
624,,970,,8,,20160621,,20161014,,15,,12,,11,,82.5,,,,5
624,,970,,9,,20170224,,20170623,,2,,2,,4,,28,,,,
624,,971,,1,,20130718,,20131110,,9,,9,,8,,56,,266,,
624,,971,,2,,20131210,,20140405,,10,,10,,10,,80,,,,5
624,,971,,3,,20140506,,20140828,,11,,11,,9,,72,,,,5
624,,971,,4,,20140930,,20150122,,15,,14,,8,,60,,,,5
624,,971,,5,,20150223,,20150617,,14,,13,,8,,60,,,,5
624,,971,,6,,20151229,,20160422,,13,,11,,0,,0,,,,
624,,972,,1,,20131106,,20140228,,8,,4,,12,,96,,268,,
624,,972,,2,,20140325,,20140719,,11,,9,,10,,75,,,,5
624,,972,,3,,20140819,,20141212,,10,,10,,10,,70,,,,5
624,,972,,4,,20150113,,20150507,,11,,8,,8,,64,,,,5
624,,972,,5,,20150609,,20151001,,13,,9,,6,,48,,,,5
624,,972,,6,,20151104,,20160226,,12,,12,,12,,84,,,,6
624,,972,,7,,20160329,,20160721,,11,,6,,0,,0,,,,5
624,,972,,8,,20160822,,20161214,,13,,11,,4,,32,,,,5
624,,973,,1,,20130805,,20131128,,10,,10,,10,,75,,269,,
624,,973,,2,,20140101,,20140426,,15,,14,,11,,88,,,,6
624,,973,,3,,20140527,,20140919,,12,,12,,10,,75,,,,5
624,,973,,4,,20141021,,20150213,,13,,13,,10,,90,,,,5
624,,973,,5,,20150316,,20150708,,15,,14,,12,,84,,,,7
624,,973,,6,,20150811,,20151205,,7,,5,,10,,70,,,,11
624,,973,,7,,20160913,,20170108,,7,,6,,8,,52,,,,
624,,973,,8,,20170207,,20170603,,9,,8,,6,,42,,,,5
624,,973,,9,,20170703,,20171028,,4,,4,,8,,44,,,,4
624,,974,,1,,20130811,,20131206,,9,,9,,8,,56,,283,,
624,,974,,2,,20150320,,20150712,,13,,13,,10,,85,,,,
624,,974,,3,,20150811,,20151205,,13,,13,,10,,75,,,,5
624,,974,,4,,20160105,,20160430,,9,,9,,11,,77,,,,5
624,,974,,5,,20160530,,20160922,,13,,13,,9,,81,,,,7
624,,974,,6,,20161025,,20170219,,5,,5,,5,,45,,,,5
624,,974,,7,,20170320,,20170713,,11,,10,,8,,60,,,,4
624,,974,,8,,20170815,,20171209,,9,,9,,8,,64,,,,5
624,,974,,9,,20180109,,20180506,,5,,5,,10,,70,,,,5
624,,975,,1,,20130807,,20131128,,9,,9,,10,,80,,271,,
624,,975,,2,,20131231,,20140426,,11,,10,,11,,88,,,,5
624,,975,,3,,20140527,,20140919,,14,,11,,10,,70,,,,5
624,,975,,4,,20141024,,20150216,,21,,18,,8,,60,,,,18
624,,975,,5,,20150317,,20150710,,18,,16,,11,,88,,,,5
624,,975,,6,,20150811,,20151205,,14,,14,,11,,77,,,,5
624,,975,,7,,20160125,,20160523,,13,,12,,11,,88,,,,25
624,,975,,8,,20170103,,20170429,,9,,9,,11,,77,,,,
624,,975,,9,,20170613,,20171007,,2,,1,,7,,49,,,,18
624,,975,,10,,20171106,,20180303,,4,,3,,8,,80,,,,4
624,,975,,11,,20180403,,20180729,,6,,6,,8,,0,,,,5
624,,976,,1,,20130717,,20131109,,10,,10,,8,,60,,250,,
624,,976,,2,,20140119,,20140513,,14,,12,,10,,90,,,,
624,,976,,3,,20140618,,20141011,,11,,10,,6,,48,,,,6
624,,976,,4,,20150228,,20150624,,8,,8,,8,,56,,,,
624,,976,,5,,20150722,,20151113,,10,,10,,9,,76.5,,,,6
624,,976,,6,,20151215,,20160401,,14,,0,,0,,0,,,,5
624,,976,,7,,20160527,,20160920,,7,,7,,7,,84,,,,55
624,,977,,1,,20130806,,20131129,,16,,14,,12,,84,,242,,
624,,977,,2,,20140211,,20140610,,11,,11,,9,,72,,,,
624,,977,,3,,20140801,,20141122,,16,,14,,11,,82.5,,,,29
624,,977,,4,,20141223,,20150417,,15,,15,,9,,67.5,,,,5
624,,977,,5,,20150526,,20150920,,14,,8,,8,,56,,,,12
624,,977,,6,,20151013,,20160207,,15,,14,,10,,80,,,,5
624,,977,,7,,20160308,,20160702,,6,,5,,7,,63,,,,5
624,,977,,8,,20160802,,20161127,,3,,3,,3,,24,,,,5
624,,977,,9,,20161226,,20170422,,6,,5,,8,,56,,,,4
624,,977,,10,,20170523,,20170916,,3,,3,,6,,54,,,,5
624,,977,,11,,20171017,,20180303,,7,,6,,6,,0,,,,5
624,,978,,1,,20130805,,20131128,,14,,14,,11,,77,,241,,
624,,978,,2,,20131231,,20140426,,10,,10,,10,,80,,,,5
624,,978,,3,,20140527,,20140919,,12,,11,,10,,70,,,,5
624,,978,,4,,20141022,,20150216,,8,,8,,10,,80,,,,6
624,,978,,5,,20150317,,20150710,,17,,15,,10,,70,,,,5
624,,978,,6,,20150811,,20151207,,6,,0,,7,,49,,,,11
624,,978,,7,,20160628,,20161021,,11,,8,,8,,52,,,,
624,,979,,1,,20140526,,20140919,,8,,8,,10,,70,,,,
624,,979,,2,,20141022,,20150216,,9,,7,,9,,81,,,,6
624,,979,,3,,20150316,,20150710,,14,,14,,11,,88,,,,7
624,,979,,4,,20150811,,20151207,,12,,12,,10,,70,,,,5
624,,979,,5,,20160104,,20160722,,11,,7,,7,,63,,,,4
624,,979,,6,,20160822,,20161217,,9,,8,,8,,0,,,,5
624,,979,,7,,20170206,,20170603,,7,,6,,7,,49,,,,14
624,,979,,8,,20170704,,20171029,,8,,4,,0,,0,,,,5
624,,980,,1,,20140325,,20140719,,6,,5,,9,,72,,,,
624,,980,,2,,20140819,,20141212,,9,,9,,7,,70,,,,5
624,,980,,3,,20150317,,20150710,,7,,7,,10,,75,,,,
624,,980,,4,,20150810,,20151205,,17,,17,,11,,82.5,,,,4
624,,980,,5,,20160315,,20160708,,12,,12,,12,,78,,,,
624,,980,,6,,20160802,,20161126,,17,,16,,12,,90,,,,5
624,,980,,7,,20161227,,20170422,,12,,10,,10,,75,,,,5
624,,980,,8,,20170523,,20170915,,14,,12,,9,,81,,,,5
624,,980,,9,,20171017,,20180210,,15,,14,,11,,88,,,,5
624,,981,,1,,20130806,,20131127,,14,,14,,10,,80,,250,,
624,,981,,2,,20131231,,20140426,,16,,16,,9,,72,,,,5
624,,981,,3,,20140527,,20140918,,17,,14,,10,,80,,,,5
624,,981,,4,,20141021,,20150213,,20,,18,,10,,90,,,,8
624,,981,,5,,20150316,,20150710,,3,,3,,10,,80,,,,7
624,,981,,6,,20150811,,20151203,,13,,9,,10,,85,,,,5
624,,981,,7,,20160104,,20160429,,11,,11,,11,,77,,,,4
624,,982,,1,,20130809,,20131202,,12,,12,,11,,77,,245,,
624,,982,,2,,20131231,,20140426,,9,,9,,10,,90,,,,5
624,,982,,3,,20150319,,20150712,,13,,11,,10,,75,,,,
624,,982,,4,,20150811,,20151204,,14,,10,,10,,90,,,,5
624,,982,,5,,20160124,,20160518,,9,,8,,8,,80,,,,
624,,983,,1,,20130915,,20140110,,14,,13,,9,,63,,290,,
624,,983,,2,,20140212,,20140607,,14,,12,,10,,70,,,,6
624,,983,,3,,20140709,,20141101,,14,,8,,7,,49,,,,6
624,,983,,4,,20141202,,20150327,,19,,16,,9,,90,,,,5
624,,983,,5,,20150427,,20150820,,20,,11,,10,,75,,,,4
624,,984,,1,,20130805,,20131127,,16,,13,,12,,84,,241,,
624,,984,,2,,20140101,,20140426,,5,,5,,9,,72,,,,6
624,,984,,3,,20140527,,20140917,,12,,9,,0,,0,,,,5
624,,984,,4,,20141110,,20150305,,10,,10,,10,,80,,,,35
624,,984,,5,,20150408,,20150802,,3,,2,,7,,70,,,,6
624,,984,,6,,20150902,,20151225,,12,,12,,10,,80,,,,6
624,,984,,7,,20160125,,20160518,,14,,11,,11,,0,,,,4
624,,984,,8,,20160621,,20161014,,7,,6,,10,,80,,,,5
624,,984,,9,,20161115,,20170310,,5,,3,,8,,56,,,,5
624,,985,,1,,20130805,,20131127,,7,,7,,9,,76.5,,249,,
624,,985,,2,,20131231,,20140424,,16,,15,,10,,80,,,,5
624,,985,,3,,20140527,,20140917,,14,,12,,13,,91,,,,5
624,,985,,4,,20151217,,20160408,,17,,11,,7,,59.5,,,,
624,,986,,1,,20130810,,20131203,,14,,14,,12,,78,,254,,
624,,986,,2,,20140101,,20140426,,12,,12,,11,,99,,,,6
624,,986,,3,,20140527,,20140919,,11,,10,,9,,67.5,,,,5
624,,986,,4,,20141021,,20150213,,11,,11,,9,,81,,,,5
624,,986,,5,,20150316,,20150709,,14,,13,,9,,72,,,,7
624,,986,,6,,20150810,,20151204,,11,,11,,10,,80,,,,4
624,,986,,7,,20160907,,20170101,,17,,15,,11,,99,,,,
624,,986,,8,,20170206,,20170602,,12,,10,,9,,63,,,,4
624,,986,,9,,20170703,,20171028,,15,,12,,9,,63,,,,4
624,,2960,,1,,20140325,,20140716,,14,,14,,11,,71.5,,257,,
624,,2960,,2,,20150302,,20150624,,13,,13,,12,,72,,,,
624,,2960,,3,,20150811,,20151204,,15,,10,,11,,82.5,,,,26
624,,2960,,4,,20160105,,20160430,,11,,11,,10,,70,,,,5
624,,2960,,5,,20160531,,20160923,,10,,10,,10,,90,,,,5
624,,2960,,6,,20161025,,20170214,,11,,11,,10,,75,,,,5
624,,2960,,7,,20170321,,20170711,,10,,10,,8,,64,,,,5
624,,2960,,8,,20170814,,20171206,,12,,12,,9,,72,,,,4
624,,2960,,9,,20180109,,20180504,,13,,13,,9,,67.5,,,,5
624,,2960,,10,,20180605,,20180926,,2,,0,,8,,48,,,,5
624,,2960,,11,,20181030,,20190222,,11,,7,,0,,0,,,,5
624,,2961,,1,,20140302,,20140625,,17,,11,,12,,84,,234,,
624,,2961,,2,,20140728,,20141121,,9,,8,,7,,56,,,,7
624,,2961,,3,,20141223,,20150417,,19,,13,,10,,75,,,,5
624,,2961,,4,,20150519,,20150911,,12,,9,,0,,0,,,,5
624,,2962,,1,,20140325,,20140718,,16,,11,,11,,71.5,,257,,
624,,2962,,2,,20140928,,20150122,,13,,13,,10,,70,,,,50
624,,2962,,3,,20150223,,20150620,,12,,9,,9,,67.5,,,,5
624,,2962,,4,,20151028,,20160222,,11,,11,,10,,80,,,,104
624,,2963,,1,,20140302,,20140627,,14,,14,,11,,77,,234,,
624,,2963,,2,,20140728,,20141121,,8,,8,,8,,72,,,,7
624,,2963,,3,,20141223,,20150417,,12,,12,,10,,85,,,,5
624,,2963,,4,,20150519,,20150912,,11,,11,,9,,81,,,,5
624,,2963,,5,,20151013,,20160205,,10,,10,,10,,80,,,,5
624,,2963,,6,,20160308,,20160630,,8,,8,,8,,80,,,,5
624,,2963,,7,,20160802,,20161125,,10,,9,,9,,72,,,,5
624,,2963,,8,,20161227,,20170422,,10,,9,,9,,63,,,,5
