FARM_NO,,FARM_PIG_NO,,BUNMAN_SANCHA,,GYOBAE_DT,,BUNMAN_DT,,CHONGSAN,,SILSAN,,EUDUSU,,EUKG,,CHOGYOBAE,,JAE
624,,038-054,,5,,20190729,,20191123,,10,,10,,10,,0,,,,4
624,,038-058,,1,,20171123,,20180321,,3,,3,,10,,70,,238,,
624,,038-058,,2,,20180521,,20180914,,12,,12,,12,,0,,,,
624,,038-058,,3,,20190130,,20190527,,9,,6,,8,,56,,,,
624,,S038-068,,1,,20180418,,20180811,,17,,16,,9,,63,,,,
624,,038-071,,1,,20180109,,20180505,,15,,15,,13,,78,,285,,
624,,038-071,,2,,20180605,,20180927,,14,,12,,11,,77,,,,12
624,,038-071,,3,,20181029,,20190220,,19,,18,,11,,0,,,,4
624,,038-071,,4,,20190327,,20190719,,16,,16,,12,,84,,,,14
624,,038-071,,5,,20190820,,20191213,,13,,12,,10,,0,,,,5
624,,038-071,,6,,20200114,,20200508,,17,,13,,11,,0,,,,5
624,,038-071,,7,,20201103,,20210226,,16,,14,,10,,0,,,,
624,,038-071,,8,,20210330,,20210722,,15,,12,,9,,0,,,,5
624,,038-071,,9,,20210824,,20211216,,14,,14,,10,,0,,,,5
624,,038-085,,1,,20180413,,20180806,,10,,9,,9,,63,,,,
624,,038-085,,2,,20181022,,20190214,,16,,16,,10,,0,,,,53
624,,038-085,,3,,20190325,,20190718,,14,,14,,11,,77,,,,4
624,,038-085,,4,,20190820,,20191212,,18,,16,,10,,0,,,,5
624,,038-085,,5,,20200204,,20200530,,20,,18,,11,,0,,,,26
624,,038-085,,6,,20200629,,20201022,,10,,9,,9,,0,,,,4
624,,038-085,,7,,20201216,,20210408,,20,,17,,12,,0,,,,
624,,038-085,,8,,20210621,,20211012,,10,,8,,10,,0,,,,
624,,038-085,,9,,20211115,,20220311,,6,,2,,10,,0,,,,4
624,,040-053,,1,,20171219,,20180414,,15,,15,,11,,77,,257,,
624,,040-053,,2,,20180515,,20180907,,17,,12,,7,,49,,,,5
624,,040-053,,3,,20181009,,20190203,,8,,8,,10,,0,,,,5
624,,040-078,,1,,20180324,,20180716,,10,,10,,10,,70,,,,
624,,040-078,,2,,20180827,,20181219,,9,,8,,10,,70,,,,4
624,,S038-081,,1,,20180113,,20180509,,11,,11,,9,,54,,294,,
624,,038-057,,1,,20180307,,20180701,,13,,13,,9,,63,,342,,
624,,038-057,,2,,20180806,,20181130,,11,,8,,11,,77,,,,4
624,,038-057,,3,,20181231,,20190427,,17,,15,,12,,84,,,,4
624,,038-057,,4,,20190527,,20190920,,14,,12,,12,,0,,,,4
624,,038-057,,5,,20191021,,20200215,,15,,14,,13,,0,,,,4
624,,038-057,,6,,20200316,,20200711,,14,,10,,9,,0,,,,4
624,,038-057,,7,,20200810,,20201204,,12,,11,,10,,0,,,,4
624,,038-070,,1,,20171219,,20180414,,13,,13,,11,,77,,264,,
624,,038-070,,2,,20180514,,20180907,,15,,15,,12,,84,,,,4
624,,038-070,,3,,20181008,,20190202,,15,,15,,10,,0,,,,4
624,,038-070,,4,,20190326,,20190721,,18,,18,,10,,3,,,,26
624,,038-070,,5,,20190819,,20191215,,12,,12,,10,,0,,,,4
624,,038-070,,6,,20200204,,20200530,,20,,20,,12,,0,,,,26
624,,038-070,,7,,20200629,,20201022,,18,,14,,10,,0,,,,4
624,,038-070,,8,,20201123,,20210318,,15,,10,,11,,0,,,,4
624,,038-070,,9,,20210420,,20210812,,16,,16,,9,,0,,,,5
624,,038-070,,10,,20210913,,20220105,,13,,13,,9,,0,,,,4
624,,038-074,,1,,20180220,,20180613,,9,,0,,0,,0,,,,
624,,040-054,,1,,20180427,,20180821,,13,,12,,12,,84,,,,
624,,040-054,,2,,20190228,,20190624,,22,,19,,11,,77,,,,
624,,040-054,,3,,20190820,,20191215,,17,,17,,10,,0,,,,
624,,040-054,,4,,20200114,,20200508,,9,,8,,9,,0,,,,5
624,,040-054,,5,,20200608,,20201001,,13,,8,,9,,0,,,,4
624,,040-054,,6,,20201103,,20210227,,13,,12,,11,,0,,,,5
624,,040-054,,7,,20210326,,20210717,,9,,6,,8,,0,,,,1
624,,040-054,,8,,20210824,,20211216,,4,,4,,10,,0,,,,5
624,,040-035,,1,,20171126,,20180322,,5,,3,,6,,36,,238,,
624,,040-035,,2,,20180423,,20180819,,4,,4,,8,,56,,,,4
624,,040-035,,3,,20180918,,20190113,,8,,8,,8,,0,,,,5
624,,040-035,,4,,20190211,,20190609,,11,,11,,11,,77,,,,4
624,,68-13,,1,,20180515,,20180905,,15,,13,,9,,63,,462,,
624,,005-003,,1,,20190419,,20190925,,13,,11,,0,,0,,,,
624,,005-003,,2,,20191209,,20200403,,8,,8,,9,,0,,,,
624,,005-003,,3,,20200427,,20200821,,3,,3,,12,,0,,,,4
624,,008-050,,1,,20180604,,20180927,,14,,14,,11,,77,,248,,
624,,008-050,,2,,20181026,,20190222,,12,,12,,12,,0,,,,1
624,,008-050,,3,,20190325,,20190719,,18,,18,,12,,84,,,,4
624,,008-050,,4,,20191002,,20200125,,17,,17,,11,,0,,,,
624,,008-050,,5,,20200224,,20200618,,16,,15,,11,,0,,,,4
624,,008-050,,6,,20200720,,20201112,,7,,7,,9,,0,,,,7
624,,008-050,,7,,20201214,,20210409,,10,,10,,10,,0,,,,4
624,,008-050,,8,,20210510,,20210901,,7,,7,,10,,0,,,,4
624,,008-050,,9,,20211004,,20220127,,14,,14,,11,,0,,,,4
624,,006-011,,1,,20180605,,20180927,,15,,15,,0,,0,,244,,
624,,006-060,,1,,20180605,,20180923,,9,,8,,0,,0,,243,,
624,,006-063,,1,,20180626,,20181020,,13,,13,,6,,42,,263,,
624,,006-063,,2,,20181120,,20190315,,14,,12,,10,,70,,,,5
624,,006-063,,3,,20190416,,20190810,,11,,11,,10,,70,,,,5
624,,006-063,,4,,20190909,,20200124,,6,,6,,11,,0,,,,4
624,,007-015,,1,,20180626,,20181017,,10,,10,,4,,28,,,,
624,,007-068,,1,,20181022,,20190215,,12,,12,,12,,0,,,,
624,,007-068,,2,,20190326,,20190719,,12,,12,,10,,70,,,,13
624,,007-068,,3,,20190819,,20191212,,12,,12,,11,,0,,,,4
624,,007-068,,4,,20200113,,20200507,,7,,7,,10,,0,,,,4
624,,007-068,,5,,20200608,,20200930,,15,,11,,7,,0,,,,4
624,,007-068,,6,,20201101,,20210222,,15,,13,,11,,0,,,,3
624,,007-068,,7,,20210329,,20210721,,11,,11,,9,,0,,,,4
624,,007-068,,8,,20210823,,20211215,,13,,13,,11,,0,,,,4
624,,007-041,,1,,20180718,,20181110,,8,,8,,9,,0,,281,,
624,,007-041,,2,,20181211,,20190405,,10,,10,,10,,70,,,,5
624,,007-041,,3,,20190507,,20190830,,12,,11,,11,,77,,,,5
624,,007-041,,4,,20191001,,20200125,,13,,12,,10,,0,,,,5
624,,007-041,,5,,20200224,,20200618,,12,,12,,12,,0,,,,4
624,,007-077,,1,,20180622,,20181014,,12,,4,,5,,35,,,,
624,,007-077,,2,,20190619,,20191011,,10,,10,,0,,0,,,,
624,,008-011,,1,,20190401,,20190728,,16,,16,,12,,84,,,,
624,,008-011,,2,,20190909,,20200128,,10,,10,,11,,0,,,,4
624,,008-011,,3,,20200225,,20200619,,15,,12,,12,,0,,,,5
624,,008-011,,4,,20200721,,20201113,,7,,7,,10,,0,,,,8
624,,008-011,,5,,20201214,,20210410,,9,,9,,12,,0,,,,4
624,,008-011,,6,,20210510,,20210901,,18,,14,,9,,0,,,,4
624,,008-011,,7,,20211004,,20220127,,13,,13,,11,,0,,,,4
624,,008-027,,1,,20180604,,20180927,,14,,13,,13,,91,,236,,
624,,008-027,,2,,20181030,,20190223,,16,,15,,11,,0,,,,5
624,,008-027,,3,,20190326,,20190720,,21,,21,,6,,42,,,,5
624,,008-027,,4,,20190820,,20191211,,17,,17,,0,,0,,,,5
624,,008-065,,1,,20180604,,20180928,,10,,10,,9,,72,,236,,
624,,008-065,,2,,20181030,,20190223,,17,,17,,12,,0,,,,5
624,,008-065,,3,,20190326,,20190720,,17,,17,,12,,84,,,,5
624,,008-067,,1,,20180625,,20181019,,8,,8,,12,,12,,257,,
624,,008-067,,2,,20181121,,20190317,,8,,8,,9,,63,,,,6
624,,008-067,,3,,20190417,,20190811,,15,,15,,11,,77,,,,6
624,,008-067,,4,,20191109,,20200303,,19,,18,,11,,0,,,,
624,,008-068,,1,,20180515,,20180906,,10,,9,,9,,63,,216,,
624,,008-068,,2,,20181008,,20190202,,14,,14,,11,,0,,,,4
624,,008-068,,3,,20190305,,20190629,,19,,17,,11,,77,,,,5
624,,008-068,,4,,20190730,,20191122,,14,,14,,11,,0,,,,5
624,,008-068,,5,,20191224,,20200417,,20,,19,,11,,0,,,,5
624,,008-075,,1,,20180605,,20180928,,12,,12,,10,,70,,237,,
624,,008-075,,2,,20181030,,20190223,,17,,15,,10,,70,,,,5
624,,008-075,,3,,20190417,,20190809,,14,,13,,11,,77,,,,27
624,,008-075,,4,,20191002,,20200125,,12,,10,,8,,0,,,,27
624,,036-036,,1,,20181008,,20190201,,7,,7,,8,,0,,280,,
624,,036-036,,2,,20190304,,20190627,,9,,8,,11,,77,,,,4
624,,036-036,,3,,20190818,,20191211,,6,,6,,10,,0,,,,
624,,036-036,,4,,20200226,,20200620,,10,,10,,11,,0,,,,
624,,036-036,,5,,20201221,,20210415,,18,,15,,7,,0,,,,
624,,036-057,,1,,20180919,,20190112,,14,,13,,10,,0,,260,,
624,,036-057,,2,,20190211,,20190607,,18,,16,,9,,63,,,,4
624,,036-057,,3,,20190708,,20191101,,18,,13,,10,,0,,,,4
624,,036-057,,4,,20191202,,20200327,,16,,16,,11,,0,,,,4
624,,036-057,,5,,20200427,,20200821,,17,,14,,9,,0,,,,4
624,,S038-058,,1,,20181106,,20190303,,12,,10,,0,,0,,304,,
624,,038-063,,1,,20181009,,20190131,,8,,8,,9,,0,,276,,
624,,038-063,,2,,20190304,,20190627,,16,,13,,7,,49,,,,4
624,,038-063,,3,,20190730,,20191119,,10,,9,,10,,0,,,,5
624,,038-063,,4,,20191223,,20200416,,6,,6,,11,,0,,,,4
624,,038-063,,5,,20200518,,20200910,,19,,11,,12,,0,,,,4
624,,038-063,,6,,20201013,,20210205,,17,,10,,11,,0,,,,5
624,,S038-071,,1,,20181105,,20190226,,13,,13,,11,,0,,303,,
624,,S038-071,,2,,20190327,,20190720,,15,,15,,12,,84,,,,6
624,,S038-071,,3,,20190819,,20191213,,16,,15,,10,,0,,,,4
624,,S038-071,,4,,20200205,,20200601,,8,,7,,13,,0,,,,27
624,,S038-071,,5,,20200716,,20201108,,16,,12,,11,,0,,,,
624,,S038-071,,6,,20201221,,20210415,,18,,15,,11,,0,,,,11
624,,S038-071,,7,,20210624,,20211016,,7,,4,,5,,0,,,,
624,,S038-071,,8,,20211125,,20220319,,11,,5,,4,,0,,,,14
624,,036-053,,1,,20190121,,20190516,,11,,9,,11,,77,,384,,
624,,036-053,,2,,20190617,,20191010,,11,,11,,10,,0,,,,4
624,,038-026,,1,,20180830,,20181221,,13,,10,,9,,63,,238,,
624,,040-002,,1,,20181012,,20190210,,15,,15,,10,,0,,278,,
624,,040-002,,2,,20190301,,20190622,,20,,19,,13,,91,,,,1
624,,040-002,,3,,20190729,,20191121,,19,,17,,10,,0,,,,17
624,,040-002,,4,,20200113,,20200507,,16,,12,,11,,0,,,,25
624,,040-002,,5,,20200608,,20201001,,18,,15,,9,,0,,,,4
624,,040-002,,6,,20201102,,20210225,,11,,8,,0,,0,,,,4
624,,061-060,,1,,20190126,,20190522,,15,,15,,10,,70,,,,
624,,061-060,,2,,20190715,,20200327,,18,,16,,11,,0,,,,32
624,,061-060,,3,,20200427,,20200821,,18,,14,,8,,0,,,,4
624,,061-060,,4,,20201109,,20210303,,20,,16,,8,,0,,,,
624,,064-046,,1,,20190207,,20190609,,12,,12,,10,,70,,331,,
624,,064-046,,2,,20190709,,20191101,,10,,10,,9,,0,,,,5
624,,064-046,,3,,20191202,,20200326,,15,,14,,12,,0,,,,4
624,,064-046,,4,,20200428,,20200819,,12,,12,,9,,0,,,,5
624,,064-046,,5,,20200922,,20210114,,16,,16,,9,,0,,,,5
624,,064-046,,6,,20210215,,20210609,,13,,12,,11,,0,,,,4
624,,064-046,,7,,20210712,,20211103,,15,,15,,10,,0,,,,4
624,,064-046,,8,,20211206,,20220401,,18,,17,,10,,0,,,,4
624,,067-010,,1,,20181211,,20190405,,9,,8,,9,,63,,270,,
624,,067-010,,2,,20190507,,20190830,,16,,16,,9,,63,,,,5
624,,063-082,,1,,20181210,,20190405,,15,,15,,12,,72,,273,,
624,,063-082,,2,,20190528,,20190921,,18,,16,,12,,0,,,,34
624,,063-082,,3,,20191022,,20200216,,15,,14,,13,,0,,,,5
624,,063-082,,4,,20200317,,20200711,,17,,16,,11,,0,,,,5
624,,063-082,,5,,20200812,,20201204,,19,,17,,11,,0,,,,6
624,,063-082,,6,,20210105,,20210430,,12,,12,,13,,0,,,,5
624,,063-082,,7,,20210601,,20210922,,20,,14,,11,,0,,,,5
624,,063-082,,8,,20211230,,20220423,,19,,18,,12,,0,,,,
624,,065-004,,1,,20190114,,20190509,,16,,14,,11,,77,,306,,
624,,065-004,,2,,20190618,,20191011,,14,,14,,10,,0,,,,14
624,,065-004,,3,,20191111,,20200305,,14,,13,,12,,0,,,,4
624,,065-004,,4,,20200406,,20200730,,13,,13,,9,,0,,,,4
624,,065-004,,5,,20200831,,20201224,,17,,15,,13,,0,,,,4
624,,065-004,,6,,20210302,,20210625,,19,,18,,11,,0,,,,
624,,065-004,,7,,20210802,,20211124,,6,,5,,10,,0,,,,4
624,,066-038,,1,,20181118,,20190313,,11,,11,,12,,84,,246,,
624,,066-038,,2,,20190416,,20190807,,16,,14,,9,,63,,,,5
624,,066-038,,3,,20190909,,20200101,,17,,15,,9,,0,,,,4
624,,066-038,,4,,20200203,,20200527,,18,,18,,11,,0,,,,4
624,,066-038,,5,,20200629,,20201020,,15,,13,,10,,0,,,,4
624,,066-038,,6,,20201123,,20210318,,7,,7,,11,,0,,,,4
624,,066-038,,7,,20210416,,20210809,,12,,8,,10,,0,,,,1
624,,066-038,,8,,20210913,,20220105,,18,,18,,9,,0,,,,4
624,,067-030,,1,,20181212,,20190405,,15,,12,,12,,84,,270,,
624,,067-030,,2,,20190507,,20190830,,13,,12,,12,,84,,,,5
624,,065-051,,1,,20190418,,20190813,,13,,12,,9,,63,,399,,
624,,002-000,,1,,20181118,,20190313,,11,,10,,11,,77,,249,,
624,,002-000,,2,,20190416,,20190809,,17,,16,,9,,63,,,,5
624,,002-000,,3,,20190909,,20200104,,4,,4,,8,,0,,,,4
624,,002-000,,4,,20200203,,20200528,,20,,17,,9,,0,,,,4
624,,002-000,,5,,20200922,,20210112,,15,,11,,11,,0,,,,
624,,002-000,,6,,20210216,,20210610,,18,,17,,11,,0,,,,5
624,,002-000,,7,,20210712,,20211103,,16,,16,,11,,0,,,,4
624,,002-000,,8,,20211206,,20220331,,14,,14,,13,,0,,,,4
624,,3-44,,1,,20181029,,20190212,,13,,10,,11,,0,,301,,
624,,2-122,,1,,20190122,,20190518,,16,,15,,10,,70,,296,,
624,,2-122,,2,,20190617,,20191010,,19,,17,,9,,0,,,,4
624,,2-122,,3,,20191111,,20200307,,11,,11,,11,,0,,,,4
624,,2-122,,4,,20200407,,20200731,,16,,15,,12,,0,,,,5
624,,2-122,,5,,20200831,,20201224,,16,,13,,10,,0,,,,4
624,,2-122,,6,,20210125,,20210520,,11,,10,,12,,0,,,,4
624,,2-122,,7,,20210621,,20211013,,11,,8,,12,,0,,,,4
624,,2-122,,8,,20211207,,20220327,,14,,8,,13,,0,,,,
624,,27-25,,1,,20181022,,20190222,,5,,3,,6,,42,,206,,
624,,27-25,,2,,20190325,,20190719,,6,,6,,0,,0,,,,4
624,,27-25,,3,,20190819,,20191211,,11,,11,,10,,0,,,,4
624,,38-27,,1,,20181108,,20190302,,8,,7,,12,,84,,393,,
624,,38-27,,2,,20190620,,20191013,,4,,3,,8,,0,,,,87
624,,67-99,,1,,20190101,,20190427,,11,,10,,12,,84,,214,,
624,,67-99,,2,,20190713,,20191105,,18,,16,,6,,0,,,,
624,,015-004,,1,,20190422,,20190815,,6,,6,,10,,70,,312,,
624,,015-004,,2,,20190911,,20200104,,7,,6,,9,,0,,,,6
624,,015-004,,3,,20200204,,20200529,,13,,11,,8,,0,,,,5
624,,015-004,,4,,20200702,,20201025,,7,,7,,10,,0,,,,7
624,,015-004,,5,,20201124,,20210319,,11,,10,,9,,0,,,,5
624,,015-055,,1,,20190210,,20190607,,13,,12,,11,,77,,241,,
624,,015-055,,2,,20190912,,20200105,,15,,11,,7,,0,,,,
624,,015-055,,3,,20200203,,20200529,,11,,11,,10,,0,,,,4
624,,015-055,,4,,20200921,,20210112,,15,,11,,9,,0,,,,
624,,015-055,,5,,20210215,,20210609,,7,,7,,11,,0,,,,4
624,,015-055,,6,,20210712,,20211105,,1,,1,,10,,0,,,,4
624,,017-081,,1,,20190304,,20190627,,16,,15,,10,,70,,257,,
624,,017-081,,2,,20190729,,20191119,,13,,13,,11,,0,,,,4
624,,017-081,,3,,20191223,,20200414,,16,,16,,10,,0,,,,4
624,,017-081,,4,,20200518,,20200910,,12,,12,,11,,0,,,,4
624,,017-081,,5,,20201126,,20210320,,13,,12,,9,,0,,,,
624,,017-088,,1,,20190529,,20191013,,6,,6,,12,,0,,343,,
624,,018-008,,1,,20190210,,20190607,,10,,8,,10,,70,,235,,
624,,018-008,,2,,20190710,,20191104,,3,,3,,5,,0,,,,18
624,,018-008,,3,,20191204,,20200328,,11,,9,,9,,0,,,,6
624,,020-005,,1,,20190303,,20190627,,15,,15,,11,,77,,254,,
624,,020-005,,2,,20190729,,20191122,,14,,14,,12,,0,,,,8
624,,020-005,,3,,20191224,,20200418,,16,,15,,10,,0,,,,5
624,,020-005,,4,,20200519,,20200911,,17,,15,,11,,0,,,,5
624,,020-005,,5,,20201012,,20210204,,19,,18,,9,,0,,,,4
624,,020-005,,6,,20210308,,20210629,,17,,16,,8,,0,,,,4
624,,020-005,,7,,20210802,,20211124,,20,,18,,8,,0,,,,4
624,,020-004,,1,,20190328,,20190722,,14,,14,,11,,77,,279,,
624,,020-004,,2,,20190820,,20191215,,4,,4,,11,,0,,,,5
624,,020-004,,3,,20200208,,20200603,,19,,17,,12,,0,,,,
624,,018-072,,1,,20190325,,20190719,,5,,5,,11,,77,,,,
624,,018-072,,2,,20190820,,20191213,,12,,12,,10,,0,,,,5
624,,018-072,,3,,20200114,,20200508,,15,,14,,9,,0,,,,5
624,,018-072,,4,,20200608,,20201002,,7,,7,,8,,0,,,,4
624,,018-072,,5,,20201103,,20210226,,14,,14,,10,,0,,,,5
624,,018-072,,6,,20210329,,20210721,,11,,11,,7,,0,,,,4
624,,018-072,,7,,20210824,,20211216,,9,,9,,10,,0,,,,5
624,,018-028,,1,,20190328,,20190723,,7,,7,,11,,77,,280,,
624,,146-032,,2,,20190629,,20191022,,16,,14,,10,,0,,,,
624,,146-032,,3,,20191202,,20200326,,4,,4,,10,,0,,,,4
624,,146-032,,4,,20200602,,20200924,,17,,12,,0,,0,,,,
624,,147-033,,2,,20190508,,20190831,,12,,12,,11,,77,,,,
624,,147-033,,3,,20191206,,20200328,,13,,12,,11,,0,,,,
624,,147-033,,4,,20200711,,20201113,,18,,15,,12,,0,,,,
624,,148-030,,2,,20190529,,20190920,,14,,14,,11,,0,,,,
624,,148-030,,3,,20191112,,20200306,,11,,11,,12,,0,,,,26
624,,148-030,,4,,20200408,,20200731,,17,,13,,9,,0,,,,6
624,,148-030,,5,,20200901,,20201225,,19,,17,,12,,0,,,,5
624,,148-030,,6,,20210126,,20210519,,18,,18,,12,,0,,,,5
624,,148-030,,7,,20210621,,20211013,,17,,15,,11,,0,,,,4
624,,148-030,,8,,20211115,,20220307,,20,,15,,9,,0,,,,4
624,,148-057,,2,,20190506,,20190829,,9,,9,,12,,84,,,,
624,,148-057,,3,,20191119,,20200313,,13,,13,,11,,0,,,,
624,,148-057,,4,,20200428,,20200821,,9,,9,,10,,0,,,,26
624,,148-057,,5,,20200922,,20210116,,6,,6,,9,,0,,,,5
624,,148-057,,6,,20210314,,20210709,,9,,8,,8,,0,,,,
624,,148-057,,7,,20210802,,20211124,,3,,3,,9,,0,,,,4
624,,150-013,,2,,20190806,,20191129,,18,,18,,12,,0,,,,
624,,150-013,,3,,20200115,,20200509,,19,,16,,12,,0,,,,27
624,,150-013,,4,,20201123,,20210318,,19,,17,,9,,0,,,,
624,,150-013,,5,,20210420,,20210812,,15,,8,,11,,0,,,,5
624,,150-013,,6,,20210915,,20220107,,15,,13,,12,,0,,,,6
624,,150-048,,2,,20190530,,20190920,,16,,12,,0,,0,,,,
624,,150-048,,3,,20191222,,20200416,,10,,9,,10,,0,,,,66
624,,150-048,,4,,20200519,,20200911,,15,,14,,10,,0,,,,5
624,,150-048,,5,,20201013,,20210205,,18,,16,,11,,0,,,,5
624,,150-048,,6,,20210517,,20210908,,19,,16,,10,,0,,,,
624,,150-048,,7,,20211025,,20220216,,12,,12,,11,,0,,,,5
624,,151-010,,2,,20190530,,20190922,,16,,13,,10,,0,,,,
624,,151-010,,3,,20191022,,20200215,,15,,15,,13,,0,,,,5
624,,151-010,,4,,20200317,,20200710,,16,,13,,8,,0,,,,5
624,,151-083,,2,,20190505,,20190828,,8,,8,,11,,77,,,,
624,,151-083,,3,,20190930,,20200123,,12,,12,,10,,0,,,,4
624,,151-083,,4,,20200317,,20200711,,12,,12,,11,,0,,,,25
624,,151-083,,5,,20200810,,20201203,,8,,7,,10,,0,,,,4
624,,151-083,,6,,20210102,,20210427,,12,,11,,12,,0,,,,2
624,,151-083,,7,,20210601,,20210923,,17,,11,,11,,0,,,,5
624,,151-083,,8,,20211022,,20220213,,16,,12,,10,,0,,,,1
624,,153-001,,2,,20190506,,20190829,,11,,11,,12,,84,,,,
624,,153-001,,3,,20191109,,20200302,,10,,10,,12,,0,,,,
624,,153-001,,4,,20200406,,20200730,,16,,13,,11,,0,,,,4
624,,153-001,,5,,20200831,,20201224,,15,,15,,9,,0,,,,4
624,,153-001,,6,,20210125,,20210519,,14,,14,,13,,0,,,,4
624,,153-001,,7,,20210621,,20211013,,16,,13,,9,,0,,,,4
624,,153-001,,8,,20211115,,20220310,,11,,11,,9,,0,,,,4
624,,146-063,,2,,20190505,,20190828,,11,,11,,11,,77,,,,
624,,146-063,,3,,20190930,,20200122,,13,,12,,11,,0,,,,4
624,,146-063,,4,,20200226,,20200619,,16,,13,,13,,0,,,,16
624,,146-063,,5,,20200720,,20201111,,15,,14,,12,,0,,,,7
624,,146-063,,6,,20201216,,20210406,,21,,16,,12,,0,,,,6
624,,148-037,,2,,20190814,,20191211,,12,,2,,11,,0,,,,
624,,148-037,,3,,20200204,,20200530,,18,,17,,12,,0,,,,
624,,148-037,,4,,20200630,,20201023,,5,,5,,9,,0,,,,5
624,,148-037,,5,,20201124,,20210319,,16,,12,,0,,0,,,,5
624,,148-070,,2,,20190526,,20190918,,18,,15,,12,,0,,,,
624,,148-070,,3,,20191022,,20200215,,8,,8,,13,,0,,,,5
624,,148-070,,4,,20200316,,20200710,,18,,15,,8,,0,,,,4
624,,150-023,,2,,20190509,,20190901,,19,,14,,11,,77,,,,
624,,150-023,,3,,20191002,,20200127,,15,,13,,12,,0,,,,6
624,,150-023,,4,,20200225,,20200619,,3,,3,,0,,0,,,,15
624,,150-062,,2,,20190530,,20190922,,16,,16,,9,,0,,,,
624,,150-062,,3,,20191022,,20200215,,16,,15,,12,,0,,,,5
624,,150-062,,4,,20200316,,20200710,,10,,10,,11,,0,,,,4
624,,150-062,,5,,20200810,,20201204,,19,,15,,7,,0,,,,4
624,,150-062,,6,,20210105,,20210430,,15,,15,,12,,0,,,,5
624,,150-062,,7,,20210531,,20210922,,12,,11,,10,,0,,,,4
624,,150-062,,8,,20211025,,20220216,,18,,16,,11,,0,,,,4
624,,150-084,,2,,20190505,,20190828,,11,,11,,12,,84,,,,
624,,150-084,,3,,20190930,,20200123,,15,,15,,12,,0,,,,4
624,,150-084,,4,,20200225,,20200619,,18,,18,,12,,0,,,,15
624,,150-084,,5,,20200720,,20201112,,14,,13,,12,,0,,,,7
624,,150-084,,6,,20201215,,20210408,,17,,17,,10,,0,,,,5
624,,150-084,,7,,20210612,,20211004,,13,,9,,11,,0,,,,
624,,150-084,,8,,20211115,,20220310,,15,,12,,10,,0,,,,4
624,,151-041,,2,,20190530,,20190922,,11,,9,,10,,0,,,,
624,,151-041,,3,,20191023,,20200215,,15,,14,,13,,0,,,,6
624,,151-041,,4,,20200318,,20200708,,17,,17,,11,,0,,,,6
624,,151-041,,5,,20200811,,20201202,,22,,21,,11,,0,,,,5
624,,151-041,,6,,20210105,,20210430,,22,,20,,10,,0,,,,5
624,,151-041,,7,,20210601,,20210920,,15,,14,,11,,0,,,,5
624,,152-035,,2,,20190622,,20191015,,12,,11,,11,,0,,,,
624,,152-035,,3,,20191112,,20200306,,10,,10,,11,,0,,,,5
624,,152-035,,4,,20200408,,20200801,,18,,13,,10,,0,,,,6
624,,152-035,,5,,20201031,,20210220,,19,,15,,12,,0,,,,
624,,152-035,,6,,20210329,,20210721,,13,,13,,8,,0,,,,4
624,,152-035,,7,,20210824,,20211216,,4,,4,,10,,0,,,,5
624,,152-035,,8,,20220117,,20220512,,15,,13,,9,,0,,,,4
624,,143-050,,2,,20190528,,20190920,,7,,6,,10,,0,,,,
624,,143-050,,3,,20191022,,20200214,,16,,16,,12,,0,,,,5
624,,143-050,,4,,20200317,,20200708,,14,,13,,10,,0,,,,5
624,,143-050,,5,,20200810,,20201204,,4,,4,,10,,0,,,,4
624,,143-050,,6,,20210201,,20210525,,12,,12,,12,,0,,,,
624,,020-002,,2,,20190506,,20190828,,15,,15,,11,,0,,,,
624,,020-002,,3,,20191023,,20200216,,19,,18,,12,,0,,,,27
624,,020-002,,4,,20200317,,20200711,,19,,15,,12,,0,,,,5
624,,020-002,,5,,20200921,,20210116,,18,,14,,11,,0,,,,46
624,,020-002,,6,,20210215,,20210609,,4,,3,,11,,0,,,,4
624,,020-002,,7,,20210823,,20211215,,15,,13,,11,,0,,,,
624,,020-002,,8,,20220117,,20220512,,2,,1,,8,,0,,,,4
624,,056-040,,1,,20191004,,20200127,,15,,15,,11,,0,,253,,
624,,056-040,,2,,20200224,,20200618,,16,,12,,12,,0,,,,4
624,,056-040,,3,,20200720,,20201113,,21,,18,,11,,0,,,,7
624,,056-040,,4,,20201214,,20210409,,12,,12,,12,,0,,,,4
624,,057-033,,1,,20190910,,20200103,,10,,8,,8,,0,,228,,
624,,057-033,,2,,20200201,,20200528,,13,,13,,11,,0,,,,2
624,,057-033,,3,,20200629,,20201022,,17,,16,,12,,0,,,,4
624,,057-033,,4,,20201123,,20210318,,4,,4,,10,,0,,,,4
624,,057-033,,5,,20210419,,20210812,,16,,15,,11,,0,,,,4
624,,057-058,,1,,20191005,,20200128,,11,,11,,11,,0,,253,,
624,,057-058,,2,,20200401,,20200726,,12,,7,,9,,0,,,,
624,,057-058,,3,,20200829,,20201222,,15,,11,,12,,0,,,,2
624,,057-058,,4,,20210124,,20210519,,17,,14,,12,,0,,,,3
624,,057-058,,5,,20210919,,20220111,,19,,8,,7,,0,,,,
624,,057-063,,1,,20190913,,20200105,,15,,12,,8,,0,,231,,
624,,057-063,,2,,20200203,,20200530,,16,,12,,11,,0,,,,4
624,,057-063,,3,,20200629,,20201023,,12,,12,,11,,0,,,,4
624,,057-063,,4,,20201123,,20210318,,4,,4,,9,,0,,,,4
624,,057-063,,5,,20210419,,20210811,,16,,13,,6,,0,,,,4
